Epoch,Time_Hours,Ground_Truth_REM,YASA_Pred_REM_Original,YASA_Pred_REM_Optimized,REM_Probability,Above_Optimal_Threshold
118,0.9833333333333333,0,0,0,0.0006596386793483988,0
119,0.9916666666666667,0,0,0,0.0006821505878530888,0
120,1.0,0,0,0,0.002119673357078204,0
121,1.0083333333333333,0,0,0,0.0009360224440544324,0
122,1.0166666666666666,0,0,0,0.0008434750148638223,0
123,1.025,0,0,0,0.001905342757248982,0
124,1.0333333333333334,0,0,0,0.002171259792745633,0
125,1.0416666666666667,0,0,0,0.0013151448168631614,0
126,1.05,0,0,0,0.003071921314597362,0
127,1.0583333333333333,0,0,0,0.003008793229973995,0
128,1.0666666666666667,0,0,0,0.0038440236413558398,0
129,1.075,0,0,0,0.012305347665551138,0
130,1.0833333333333333,0,0,0,0.02662258768905412,0
131,1.0916666666666666,0,0,0,0.04100681857749457,0
132,1.1,0,0,0,0.05827877146514854,0
133,1.1083333333333334,0,0,1,0.1620533685211491,1
134,1.1166666666666667,0,0,1,0.22896725887737648,1
135,1.125,0,0,0,0.09077530711285196,0
136,1.1333333333333333,0,0,0,0.09518621234018122,0
137,1.1416666666666666,0,0,0,0.08903416032870845,0
138,1.15,0,0,1,0.11504762328814755,1
139,1.1583333333333334,0,0,1,0.12424271949508026,1
140,1.1666666666666667,0,0,1,0.17299433107171125,1
141,1.175,0,0,0,0.09390593020526294,0
142,1.1833333333333333,0,0,0,0.09851798018244087,0
143,1.1916666666666667,0,0,1,0.294837450063706,1
144,1.2,0,0,1,0.15145755173183859,1
145,1.2083333333333333,0,1,1,0.4853534868602219,1
146,1.2166666666666666,0,0,1,0.3107067739455079,1
147,1.225,0,0,1,0.18333547828167687,1
148,1.2333333333333334,0,0,1,0.3488928674898188,1
149,1.2416666666666667,0,1,1,0.424490615590061,1
150,1.25,0,1,1,0.4621529859572345,1
151,1.2583333333333333,0,0,1,0.2592399273416668,1
152,1.2666666666666666,0,0,1,0.18833180740622607,1
153,1.275,0,0,1,0.1319974459220952,1
154,1.2833333333333334,0,0,0,0.09877923894846402,0
155,1.2916666666666667,0,0,1,0.21038657517476142,1
156,1.3,0,0,0,0.08154414908688057,0
157,1.3083333333333333,0,0,1,0.1252992656586409,1
158,1.3166666666666667,0,0,1,0.11286409173780906,1
159,1.325,0,0,1,0.1594802692392624,1
160,1.3333333333333333,0,0,1,0.1809544888807185,1
161,1.3416666666666666,0,0,1,0.13747356181236955,1
162,1.35,0,0,0,0.09870478318054007,0
163,1.3583333333333334,0,0,0,0.10408740428072645,0
164,1.3666666666666667,0,0,1,0.12544477780263913,1
165,1.375,0,0,1,0.1475407358951279,1
166,1.3833333333333333,0,0,0,0.06682993657673579,0
167,1.3916666666666666,0,0,0,0.026386772803418015,0
168,1.4,0,0,0,0.032121609374131666,0
169,1.4083333333333334,0,0,0,0.053127831868493416,0
170,1.4166666666666667,0,0,0,0.06083011973862551,0
171,1.425,0,0,1,0.10868613636241552,1
172,1.4333333333333333,0,0,0,0.08159627012814828,0
173,1.4416666666666667,0,0,1,0.11995763443928406,1
174,1.45,0,0,0,0.034074099225281144,0
175,1.4583333333333333,0,0,0,0.04669880985917358,0
176,1.4666666666666666,0,0,0,0.03758241750485988,0
177,1.475,0,0,0,0.05250271080455432,0
178,1.4833333333333334,0,0,0,0.06232679806323988,0
179,1.4916666666666667,0,0,0,0.03907601402828886,0
180,1.5,0,0,0,0.016645538330512695,0
181,1.5083333333333333,0,0,0,0.022486956741361582,0
182,1.5166666666666666,0,0,0,0.046608913649760456,0
183,1.525,0,0,0,0.054238061149934784,0
184,1.5333333333333334,0,0,0,0.05062060084839412,0
185,1.5416666666666667,0,0,0,0.043561525412583804,0
186,1.55,0,0,0,0.028472257008190612,0
187,1.5583333333333333,0,0,0,0.06367725596423263,0
188,1.5666666666666667,0,0,0,0.0750674094507809,0
189,1.575,0,0,0,0.09657824065812358,0
190,1.5833333333333333,0,0,0,0.03975121112166086,0
191,1.5916666666666666,0,0,0,0.05216331109506735,0
192,1.6,0,0,0,0.030134637763223514,0
193,1.6083333333333334,0,0,0,0.030056483253284322,0
194,1.6166666666666667,0,0,0,0.064820577025573,0
195,1.625,0,0,0,0.05306828813262509,0
196,1.6333333333333333,0,0,0,0.04188505335190857,0
197,1.6416666666666666,0,0,0,0.04189588399982943,0
198,1.65,0,0,0,0.06331526222440174,0
199,1.6583333333333334,0,0,0,0.07149827789422505,0
200,1.6666666666666667,0,0,1,0.12938024216625774,1
201,1.675,0,0,0,0.07572405477426757,0
202,1.6833333333333333,0,0,1,0.13539122973375428,1
203,1.6916666666666667,0,0,1,0.12324502878909337,1
204,1.7,0,0,1,0.1352450951171911,1
205,1.7083333333333333,0,0,1,0.13373927539064534,1
206,1.7166666666666666,0,0,1,0.2749787570859566,1
207,1.725,0,0,0,0.0628256983891391,0
208,1.7333333333333334,0,0,0,0.07363997254171686,0
209,1.7416666666666667,0,0,1,0.11186763732359946,1
210,1.75,0,0,0,0.03595232464106557,0
211,1.7583333333333333,0,0,0,0.02267723150301688,0
212,1.7666666666666666,0,0,0,0.047389138700610706,0
213,1.775,0,0,0,0.05643058095195791,0
214,1.7833333333333334,0,0,0,0.02645535493764983,0
215,1.7916666666666667,0,0,0,0.06214346959432259,0
216,1.8,0,0,0,0.03130985270409762,0
217,1.8083333333333333,0,0,0,0.020466747309499003,0
218,1.8166666666666667,0,0,0,0.03268922250078694,0
219,1.825,0,0,0,0.018715311468449257,0
220,1.8333333333333333,0,0,0,0.013607467639343018,0
221,1.8416666666666666,0,0,0,0.011029895706711474,0
222,1.85,0,0,0,0.01568834367511707,0
223,1.8583333333333334,0,0,0,0.007816919722214486,0
224,1.8666666666666667,0,0,0,0.006168776461510034,0
225,1.875,0,0,0,0.008524223726485244,0
226,1.8833333333333333,0,0,0,0.013592476569274432,0
227,1.8916666666666666,0,0,0,0.017551601426024258,0
228,1.9,0,0,0,0.017132040459975774,0
229,1.9083333333333334,0,0,0,0.059813064478908086,0
230,1.9166666666666667,0,0,1,0.1139811216783229,1
231,1.925,0,0,0,0.038472657275066685,0
232,1.9333333333333333,0,0,0,0.05690381107396612,0
233,1.9416666666666667,0,0,0,0.03993202512876069,0
234,1.95,0,0,0,0.03399193896958786,0
235,1.9583333333333333,0,0,0,0.015477034391767858,0
236,1.9666666666666666,0,0,0,0.013110587471884642,0
237,1.975,0,0,0,0.018847874373672482,0
238,1.9833333333333334,0,0,0,0.0063907702757484575,0
239,1.9916666666666667,0,0,0,0.008731859217554662,0
240,2.0,0,0,0,0.006766130698607742,0
241,2.0083333333333333,0,0,0,0.023472809592161428,0
242,2.0166666666666666,0,0,0,0.014630051114821786,0
243,2.025,0,0,0,0.025180898134055385,0
244,2.033333333333333,0,0,0,0.033933312153202694,0
245,2.0416666666666665,0,0,0,0.02302015792211807,0
246,2.05,0,0,0,0.015870801351319526,0
247,2.058333333333333,0,0,0,0.03665227631864416,0
248,2.066666666666667,0,0,0,0.011560063266165526,0
249,2.075,0,0,0,0.013548452056680314,0
250,2.0833333333333335,0,0,0,0.006376864491803267,0
251,2.091666666666667,0,0,0,0.009593186744038636,0
252,2.1,0,0,0,0.016784597628277872,0
253,2.1083333333333334,0,0,0,0.0019228153774735737,0
254,2.1166666666666667,0,0,0,0.0028474521130998176,0
255,2.125,0,0,0,0.0036239079148566757,0
256,2.1333333333333333,0,0,0,0.0023815974315003815,0
257,2.1416666666666666,0,0,0,0.006868716076568276,0
258,2.15,0,0,0,0.0026609926699417068,0
259,2.158333333333333,0,0,0,0.004221549241476021,0
260,2.1666666666666665,0,0,0,0.0019014569322697117,0
261,2.175,0,0,0,0.003902147281568613,0
262,2.183333333333333,0,0,0,0.007029454249109676,0
263,2.191666666666667,0,0,0,0.008820790710873702,0
264,2.2,0,0,0,0.008323845857463897,0
265,2.2083333333333335,0,0,0,0.009875083363798543,0
266,2.216666666666667,0,0,0,0.013587583951725256,0
267,2.225,0,0,0,0.020388244746764934,0
268,2.2333333333333334,0,0,0,0.09422843228755985,0
269,2.2416666666666667,0,0,0,0.05642056059333617,0
270,2.25,0,0,0,0.09154486611904726,0
271,2.2583333333333333,0,0,0,0.08838321070495603,0
272,2.2666666666666666,0,0,0,0.02799960626670682,0
273,2.275,0,0,0,0.0652270969670716,0
274,2.283333333333333,0,0,1,0.2654881203231277,1
275,2.2916666666666665,0,0,1,0.23824037476057586,1
276,2.3,0,1,1,0.38752857352220466,1
277,2.308333333333333,0,1,1,0.49185984854329856,1
278,2.316666666666667,0,1,1,0.33077937359413556,1
279,2.325,0,0,1,0.33226386136627534,1
280,2.3333333333333335,0,1,1,0.4694834245643515,1
281,2.341666666666667,0,1,1,0.6448313380259434,1
282,2.35,0,1,1,0.42719681420310374,1
283,2.3583333333333334,0,1,1,0.6492473848254422,1
284,2.3666666666666667,0,1,1,0.5474719017168982,1
285,2.375,0,1,1,0.6635350021279117,1
286,2.3833333333333333,0,1,1,0.5677648380505212,1
287,2.3916666666666666,0,0,1,0.28418060444156445,1
288,2.4,0,0,1,0.21490784495791834,1
289,2.408333333333333,0,0,1,0.20429775218508636,1
290,2.4166666666666665,0,0,1,0.24730980170697217,1
291,2.425,0,0,1,0.23629325819942346,1
292,2.433333333333333,0,0,1,0.23840758504330328,1
293,2.441666666666667,0,0,1,0.2197542373768464,1
294,2.45,0,1,1,0.4255338762547371,1
295,2.4583333333333335,0,1,1,0.4342925620141715,1
296,2.466666666666667,0,0,1,0.2120827999517592,1
297,2.475,0,0,1,0.20126408749190486,1
298,2.4833333333333334,0,1,1,0.3484903723549213,1
299,2.4916666666666667,0,1,1,0.26907770009879783,1
300,2.5,0,1,1,0.2946967157420753,1
301,2.5083333333333333,0,0,1,0.15234003957757355,1
302,2.5166666666666666,0,0,1,0.12781357988408334,1
303,2.525,0,0,1,0.16234163129814563,1
304,2.533333333333333,0,0,0,0.0620685171097911,0
305,2.5416666666666665,0,0,0,0.09844189322472426,0
306,2.55,0,0,0,0.06382248671196301,0
307,2.558333333333333,0,0,0,0.024509476803102195,0
308,2.566666666666667,0,0,1,0.14846377993379925,1
309,2.575,0,0,1,0.184018898880152,1
310,2.5833333333333335,1,0,1,0.16078702458197136,1
311,2.591666666666667,1,0,1,0.18147586658258855,1
312,2.6,1,0,1,0.13217390486164898,1
313,2.6083333333333334,1,0,1,0.18702607873248284,1
314,2.6166666666666667,1,0,1,0.19670424905553444,1
315,2.625,1,1,1,0.2803322273455773,1
316,2.6333333333333333,1,0,1,0.18430750058739298,1
317,2.6416666666666666,1,0,1,0.13103385293498135,1
318,2.65,1,0,1,0.21019156462062744,1
319,2.658333333333333,1,0,1,0.16054163736841784,1
320,2.6666666666666665,1,0,1,0.2503222423580473,1
321,2.675,1,0,1,0.301763895043703,1
322,2.683333333333333,1,1,1,0.321362297305479,1
323,2.691666666666667,1,0,1,0.1165110996724214,1
324,2.7,0,0,0,0.08567049406567293,0
325,2.7083333333333335,0,0,1,0.17326226672359918,1
326,2.716666666666667,0,0,0,0.08245325566085619,0
327,2.725,0,0,0,0.044763263866838376,0
328,2.7333333333333334,0,0,0,0.050612437453147315,0
329,2.7416666666666667,0,0,1,0.2441956059821477,1
330,2.75,0,1,1,0.44060575789540085,1
331,2.7583333333333333,0,1,1,0.30176265712810857,1
332,2.7666666666666666,0,0,1,0.3156991902892154,1
333,2.775,0,0,1,0.36114660190268455,1
334,2.783333333333333,0,0,1,0.22815969753611318,1
335,2.7916666666666665,0,0,1,0.3321421589603915,1
336,2.8,1,1,1,0.39303468079654197,1
337,2.808333333333333,1,0,1,0.3128581597588333,1
338,2.816666666666667,1,0,1,0.2569474612280788,1
339,2.825,1,0,1,0.16371916320163593,1
340,2.8333333333333335,1,0,1,0.15558145877280186,1
341,2.841666666666667,1,0,1,0.12621646918697654,1
342,2.85,1,0,0,0.07625557659914174,0
343,2.8583333333333334,0,0,0,0.08945086895697263,0
344,2.8666666666666667,0,0,0,0.0925437704521833,0
345,2.875,0,0,0,0.025349148064157574,0
346,2.8833333333333333,0,0,1,0.11832686193012623,1
347,2.8916666666666666,0,0,0,0.08520888978284537,0
348,2.9,0,0,0,0.03395395029061847,0
349,2.908333333333333,0,0,0,0.016582008971521126,0
350,2.9166666666666665,0,0,0,0.020629350809095708,0
351,2.925,0,0,0,0.029165982332226677,0
352,2.933333333333333,0,0,0,0.004306724117026338,0
353,2.941666666666667,0,0,0,0.004488401861624551,0
354,2.95,0,0,0,0.008578740295427932,0
355,2.9583333333333335,0,0,0,0.0018994394251955736,0
356,2.966666666666667,0,0,0,0.0013942033911496278,0
357,2.975,0,0,0,0.007798371537216154,0
358,2.9833333333333334,0,0,0,0.007460184248588434,0
359,2.9916666666666667,0,0,0,0.021178473700896604,0
360,3.0,0,0,0,0.002752651999742647,0
361,3.0083333333333333,0,0,0,0.002190364570865592,0
362,3.0166666666666666,0,0,0,0.0011159138968199218,0
363,3.025,0,0,0,0.0020126707876053857,0
364,3.033333333333333,0,0,0,0.004998587112647095,0
365,3.0416666666666665,0,0,0,0.010606846828360834,0
366,3.05,0,0,0,0.020574883387506668,0
367,3.058333333333333,0,0,0,0.01260125652687443,0
368,3.066666666666667,0,0,0,0.00796842925130684,0
369,3.075,0,0,0,0.011352226043510074,0
370,3.0833333333333335,0,0,0,0.01815224771288496,0
371,3.091666666666667,0,0,0,0.011699683625340757,0
372,3.1,0,0,0,0.0038845135340104123,0
373,3.1083333333333334,0,0,0,0.007553701702443998,0
374,3.1166666666666667,0,0,0,0.02294079053501492,0
375,3.125,0,0,0,0.0053545949515458775,0
376,3.1333333333333333,0,0,0,0.013385394399471477,0
377,3.1416666666666666,0,0,0,0.011950684768925352,0
378,3.15,0,0,0,0.02017385066355252,0
379,3.158333333333333,0,0,0,0.02041504008861858,0
380,3.1666666666666665,0,0,0,0.08452385608631942,0
381,3.175,0,0,0,0.03488383680224979,0
382,3.183333333333333,0,0,0,0.016433755194918062,0
383,3.191666666666667,0,0,0,0.03420325698177483,0
384,3.2,0,0,0,0.04724749224892859,0
385,3.2083333333333335,0,0,0,0.046833030327761004,0
386,3.216666666666667,0,0,0,0.023537790568831374,0
387,3.225,0,0,0,0.01475742982477084,0
388,3.2333333333333334,0,0,0,0.029838358378615128,0
389,3.2416666666666667,0,0,0,0.01328748126775274,0
390,3.25,0,0,0,0.020644160833180224,0
391,3.2583333333333333,0,0,0,0.03814373200351651,0
392,3.2666666666666666,0,0,0,0.022092897138366988,0
393,3.275,0,0,0,0.01253918582018303,0
394,3.283333333333333,0,0,0,0.0220242848977104,0
395,3.2916666666666665,0,0,0,0.011701963718856873,0
396,3.3,0,0,0,0.015070390332687443,0
397,3.308333333333333,0,0,0,0.04380061678113255,0
398,3.316666666666667,0,0,0,0.043908847851334115,0
399,3.325,0,0,0,0.040367838366679724,0
400,3.3333333333333335,0,0,0,0.017697322506397026,0
401,3.341666666666667,0,0,0,0.03212526989176494,0
402,3.35,0,0,0,0.07732204334369575,0
403,3.3583333333333334,0,0,0,0.08553757368151493,0
404,3.3666666666666667,0,0,0,0.012966664822051385,0
405,3.375,0,0,0,0.007968856459945977,0
406,3.3833333333333333,0,0,0,0.01738382534374678,0
407,3.3916666666666666,0,0,0,0.0037656114361438184,0
408,3.4,0,0,0,0.02323746724119762,0
409,3.408333333333333,0,0,0,0.03602518778559659,0
410,3.4166666666666665,0,0,1,0.1178708724854874,1
411,3.425,0,0,0,0.053167983708619276,0
412,3.433333333333333,0,0,0,0.05378873009503507,0
413,3.441666666666667,0,0,0,0.01640058975204293,0
414,3.45,0,0,0,0.011719927076914055,0
415,3.4583333333333335,0,0,0,0.00668842162082616,0
416,3.466666666666667,0,0,0,0.02123043320623001,0
417,3.475,0,0,0,0.013103886892798738,0
418,3.4833333333333334,0,0,0,0.006460314129322558,0
419,3.4916666666666667,0,0,0,0.01043409435696013,0
420,3.5,0,0,0,0.007862347460645347,0
421,3.5083333333333333,0,0,0,0.018250278854916688,0
422,3.5166666666666666,0,0,0,0.013286876165187523,0
423,3.525,0,0,0,0.006689749461064304,0
424,3.533333333333333,0,0,0,0.007653085170689783,0
425,3.5416666666666665,0,0,0,0.012104827862517993,0
426,3.55,0,0,0,0.013610119975137162,0
427,3.558333333333333,0,0,0,0.010989088023531761,0
428,3.566666666666667,0,0,0,0.014146167967115587,0
429,3.575,0,0,0,0.019799401302519934,0
430,3.5833333333333335,0,0,0,0.024185558643663594,0
431,3.591666666666667,0,0,0,0.002663988505298768,0
432,3.6,0,0,0,0.008556715328601779,0
433,3.6083333333333334,0,0,0,0.005947958293594213,0
434,3.6166666666666667,0,0,0,0.003913632253025206,0
435,3.625,0,0,0,0.006450289393812073,0
436,3.6333333333333333,0,0,0,0.005991997550787296,0
437,3.6416666666666666,0,0,0,0.011707261886976017,0
438,3.65,0,0,0,0.007555722198645241,0
439,3.658333333333333,0,0,0,0.00796554751341646,0
440,3.6666666666666665,0,0,0,0.009575009175802814,0
441,3.675,0,0,0,0.0170996787713394,0
442,3.683333333333333,0,0,0,0.02464031297963713,0
443,3.691666666666667,0,0,0,0.04730227952897501,0
444,3.7,0,0,1,0.11707558595257689,1
445,3.7083333333333335,0,0,1,0.1286446385515988,1
446,3.716666666666667,0,0,1,0.17978301975564778,1
447,3.725,0,0,1,0.17335980931315778,1
448,3.7333333333333334,0,0,1,0.23484255748657962,1
449,3.7416666666666667,0,0,1,0.13100484739595764,1
450,3.75,0,0,0,0.0622694089155078,0
451,3.7583333333333333,0,0,0,0.033922387321828076,0
452,3.7666666666666666,0,0,0,0.04970788412338639,0
453,3.775,0,0,0,0.018161385828668532,0
454,3.783333333333333,0,0,0,0.05010044357463884,0
455,3.7916666666666665,0,0,0,0.039701210087575996,0
456,3.8,0,0,0,0.014214581209484463,0
457,3.808333333333333,0,0,0,0.010197676914275781,0
458,3.816666666666667,0,0,0,0.01823206933514374,0
459,3.825,0,0,0,0.012817606177239184,0
460,3.8333333333333335,0,0,0,0.09858234586434785,0
461,3.841666666666667,0,0,0,0.016487730552215002,0
462,3.85,0,0,0,0.010839639354920463,0
463,3.8583333333333334,0,0,0,0.04781535401175032,0
464,3.8666666666666667,0,0,0,0.020364559879909348,0
465,3.875,0,0,0,0.04513352065063435,0
466,3.8833333333333333,0,0,0,0.048789015188164274,0
467,3.8916666666666666,0,0,0,0.09245348146855721,0
468,3.9,0,0,0,0.01707160463129759,0
469,3.908333333333333,0,0,0,0.03337002506007288,0
470,3.9166666666666665,0,0,0,0.07569804098679733,0
471,3.925,0,0,0,0.04143776159290677,0
472,3.933333333333333,0,0,0,0.05790544561845957,0
473,3.941666666666667,0,0,0,0.0693423750412948,0
474,3.95,0,0,0,0.023785535445595713,0
475,3.9583333333333335,0,0,1,0.11363360126309272,1
476,3.966666666666667,0,0,1,0.21023364316782922,1
477,3.975,0,0,1,0.13129103695243402,1
478,3.9833333333333334,0,0,0,0.0480918520100331,0
479,3.9916666666666667,0,0,0,0.06432169977439012,0
480,4.0,0,0,0,0.027756262249967262,0
481,4.008333333333334,0,0,0,0.022895530904337526,0
482,4.016666666666667,0,0,0,0.02206883200797078,0
483,4.025,0,0,0,0.025060089378148027,0
484,4.033333333333333,0,0,0,0.04732574336300083,0
485,4.041666666666667,0,0,0,0.06285080094963659,0
486,4.05,0,0,1,0.12778344766160624,1
487,4.058333333333334,0,0,0,0.030079570924064762,0
488,4.066666666666666,0,0,0,0.025036531516911324,0
489,4.075,0,0,0,0.02620804784710721,0
490,4.083333333333333,0,0,0,0.03514624761337688,0
491,4.091666666666667,0,0,0,0.03797063184635995,0
492,4.1,0,0,0,0.02458845181158032,0
493,4.108333333333333,0,0,0,0.0168235021850134,0
494,4.116666666666666,0,0,0,0.015323005104748986,0
495,4.125,0,0,0,0.009677121197254812,0
496,4.133333333333334,0,0,0,0.011413049693317346,0
497,4.141666666666667,0,0,0,0.018568894091829713,0
498,4.15,0,0,0,0.016435875569234384,0
499,4.158333333333333,0,0,0,0.018710479395309912,0
500,4.166666666666667,0,0,0,0.02253282951037122,0
501,4.175,0,0,0,0.02194465628461658,0
502,4.183333333333334,0,0,0,0.03596471701722718,0
503,4.191666666666666,0,0,0,0.01689341988355973,0
504,4.2,0,0,0,0.008411636814048511,0
505,4.208333333333333,0,0,0,0.006348062654740038,0
506,4.216666666666667,0,0,0,0.003131365206846698,0
507,4.225,0,0,0,0.008509877765421526,0
508,4.233333333333333,0,0,0,0.021988713273625657,0
509,4.241666666666666,0,0,0,0.008276524553441583,0
510,4.25,0,0,0,0.033914529817748174,0
511,4.258333333333334,0,0,0,0.05705091045755678,0
512,4.266666666666667,0,0,0,0.019579239794425593,0
513,4.275,0,0,0,0.018533946739097994,0
514,4.283333333333333,0,0,0,0.0038575162969090877,0
515,4.291666666666667,0,0,0,0.005443901692781343,0
516,4.3,0,0,0,0.00790970532298555,0
517,4.308333333333334,0,0,0,0.017467716944563845,0
518,4.316666666666666,0,0,0,0.025589524015330455,0
519,4.325,0,0,0,0.021998646429033066,0
520,4.333333333333333,0,0,0,0.01600703912994491,0
521,4.341666666666667,0,0,0,0.024384066773054706,0
522,4.35,0,0,0,0.028499520266131836,0
523,4.358333333333333,0,0,0,0.05133197025804444,0
524,4.366666666666666,0,0,1,0.17408241874211752,1
