Epoch,Time_Hours,Ground_Truth,YASA_Raw,YASA_Mapped,Correct,YASA_Confidence
462,3.85,Light,N3,Deep,0,0.39453042040868286
463,3.8583333333333334,Light,W,Wake,0,0.696368349678511
464,3.8666666666666667,Light,W,Wake,0,0.8169306106233699
465,3.875,Light,W,Wake,0,0.5681711931134649
466,3.8833333333333333,Light,W,Wake,0,0.3849515694964299
467,3.8916666666666666,Light,N1,Light,1,0.29077765558145025
468,3.9,Light,W,Wake,0,0.7682826643280328
469,3.908333333333333,Light,W,Wake,0,0.7002536489053249
470,3.9166666666666665,Light,W,Wake,0,0.28757261312380117
471,3.925,Light,N3,Deep,0,0.33190226276028373
472,3.933333333333333,Light,W,Wake,0,0.2804524791762607
473,3.941666666666667,Light,W,Wake,0,0.49434917697193026
474,3.95,Light,W,Wake,0,0.3942912855322821
475,3.9583333333333335,Light,W,Wake,0,0.5366547252479542
476,3.966666666666667,Light,W,Wake,0,0.3378445591006547
477,3.975,Light,N2,Light,1,0.3999164766822351
478,3.9833333333333334,Light,W,Wake,0,0.46534554982014253
479,3.9916666666666667,Light,N2,Light,1,0.4213345329878854
480,4.0,Light,N2,Light,1,0.5178214512350915
481,4.008333333333334,Light,N3,Deep,0,0.6748876874113615
482,4.016666666666667,Light,N3,Deep,0,0.529339672576906
483,4.025,Light,N3,Deep,0,0.4989295241977706
484,4.033333333333333,Light,W,Wake,0,0.3336089657540564
485,4.041666666666667,Light,W,Wake,0,0.3397351087118427
486,4.05,Light,W,Wake,0,0.5009611564869607
487,4.058333333333334,Light,W,Wake,0,0.5072416716578153
488,4.066666666666666,Light,W,Wake,0,0.6285385810109381
489,4.075,Light,N3,Deep,0,0.5178084774484059
490,4.083333333333333,Light,N3,Deep,0,0.43215791403789866
491,4.091666666666667,Light,N3,Deep,0,0.37747197747791617
492,4.1,Light,N3,Deep,0,0.5564922606759936
493,4.108333333333333,Light,N3,Deep,0,0.596988499820866
494,4.116666666666666,Light,N3,Deep,0,0.5379989049677167
495,4.125,Light,N3,Deep,0,0.6816196800855063
496,4.133333333333334,Light,N3,Deep,0,0.7576126096541201
497,4.141666666666667,Light,N3,Deep,0,0.6494712720092235
498,4.15,Light,N3,Deep,0,0.5853699815827539
499,4.158333333333333,Light,N3,Deep,0,0.46573256744988994
500,4.166666666666667,Light,N3,Deep,0,0.4165339985586508
501,4.175,Deep,N3,Deep,1,0.5273611556195534
502,4.183333333333334,Deep,N3,Deep,1,0.4776199439782483
503,4.191666666666666,Deep,N3,Deep,1,0.4918516604461478
504,4.2,Deep,W,Wake,0,0.3960185418377574
505,4.208333333333333,Light,N3,Deep,0,0.4406085106709137
506,4.216666666666667,Light,N3,Deep,0,0.7451081180227765
507,4.225,Light,N2,Light,1,0.6874467619309077
508,4.233333333333333,Light,N2,Light,1,0.6778117082356818
509,4.241666666666666,Light,N2,Light,1,0.9114784862141251
510,4.25,Light,N2,Light,1,0.8067628758428034
511,4.258333333333334,Light,N2,Light,1,0.7550813385726753
512,4.266666666666667,Light,N2,Light,1,0.8365504523149998
513,4.275,Light,N2,Light,1,0.7363493329182002
514,4.283333333333333,Light,N2,Light,1,0.6385451908945932
515,4.291666666666667,Light,N3,Deep,0,0.5067593156703238
516,4.3,Light,N2,Light,1,0.7879115367936981
517,4.308333333333334,Light,N2,Light,1,0.8705817931651919
518,4.316666666666666,Light,N2,Light,1,0.8358089020362249
519,4.325,Light,N2,Light,1,0.9126608727938361
520,4.333333333333333,Light,N2,Light,1,0.9271234169282073
521,4.341666666666667,Light,N2,Light,1,0.8924649641394301
522,4.35,Light,N2,Light,1,0.7925619788342967
523,4.358333333333333,Light,N2,Light,1,0.6270103140777065
524,4.366666666666666,Light,N2,Light,1,0.47745599822751583
525,4.375,Light,N1,Light,1,0.5303568110128327
526,4.383333333333334,Light,N2,Light,1,0.6823883581584338
527,4.391666666666667,Light,N2,Light,1,0.6423955296643004
528,4.4,Light,N2,Light,1,0.726925853822498
529,4.408333333333333,Light,N2,Light,1,0.7289037118053633
530,4.416666666666667,Light,N2,Light,1,0.5661242505768568
531,4.425,Light,N2,Light,1,0.4896633350177139
532,4.433333333333334,Light,N2,Light,1,0.749043323381217
533,4.441666666666666,Deep,N1,Light,0,0.36344481470441053
534,4.45,Deep,N2,Light,0,0.6126424382998537
535,4.458333333333333,Deep,N2,Light,0,0.44479981623147363
536,4.466666666666667,Deep,N2,Light,0,0.44197212673245984
537,4.475,Deep,N2,Light,0,0.45933357663610724
538,4.483333333333333,Deep,N2,Light,0,0.5426804393161558
539,4.491666666666666,Deep,N2,Light,0,0.40350006735561394
540,4.5,Deep,N2,Light,0,0.6964214596286005
541,4.508333333333334,Deep,N2,Light,0,0.5427311426240427
542,4.516666666666667,Deep,N2,Light,0,0.6396827199113299
543,4.525,Deep,N2,Light,0,0.8111152805595723
544,4.533333333333333,Deep,N2,Light,0,0.5905690257843618
545,4.541666666666667,Deep,N2,Light,0,0.5527814309304088
546,4.55,Deep,N2,Light,0,0.6702568073597172
547,4.558333333333334,Deep,N2,Light,0,0.7177236643126769
548,4.566666666666666,Deep,N2,Light,0,0.6440409981958022
549,4.575,Deep,N2,Light,0,0.7236746084773393
550,4.583333333333333,Deep,N2,Light,0,0.5691645559456251
551,4.591666666666667,Deep,N2,Light,0,0.6200581199697454
552,4.6,Deep,N2,Light,0,0.6420169976865489
553,4.608333333333333,Deep,N2,Light,0,0.6870610031096072
554,4.616666666666666,Light,N2,Light,1,0.5682746558859405
555,4.625,Light,N2,Light,1,0.5155166752976044
556,4.633333333333334,Light,R,REM,0,0.42223298237884255
557,4.641666666666667,Light,R,REM,0,0.5401040063861827
558,4.65,Light,N2,Light,1,0.47274559000581584
559,4.658333333333333,Deep,N2,Light,0,0.36667267187143593
560,4.666666666666667,Deep,N2,Light,0,0.7559857228449921
561,4.675,Deep,N2,Light,0,0.5057135748288998
562,4.683333333333334,Deep,N2,Light,0,0.5041539219080109
563,4.691666666666666,Light,N2,Light,1,0.8043562205428582
564,4.7,Light,N2,Light,1,0.49316708039339685
565,4.708333333333333,Light,N2,Light,1,0.7543786308400049
566,4.716666666666667,Light,N2,Light,1,0.8334857641537358
567,4.725,Light,N2,Light,1,0.5637763300606339
568,4.733333333333333,Deep,N2,Light,0,0.747068141731278
569,4.741666666666666,Deep,N2,Light,0,0.6060123610893259
570,4.75,Deep,N2,Light,0,0.612363618302569
571,4.758333333333334,Deep,N2,Light,0,0.7107954788486157
572,4.766666666666667,Deep,N2,Light,0,0.7065312700928111
573,4.775,Deep,N2,Light,0,0.7914421385222726
574,4.783333333333333,Deep,N2,Light,0,0.7382503422742339
575,4.791666666666667,Deep,N2,Light,0,0.7210865871840206
576,4.8,Deep,N2,Light,0,0.7356786793311629
577,4.808333333333334,Deep,N2,Light,0,0.7438202112355534
578,4.816666666666666,Deep,N2,Light,0,0.8366142309047491
579,4.825,Deep,N2,Light,0,0.8563645849469862
580,4.833333333333333,Deep,N2,Light,0,0.7653502208237268
581,4.841666666666667,Deep,N2,Light,0,0.8014579513776375
582,4.85,Deep,N2,Light,0,0.8409253727887532
583,4.858333333333333,Deep,N2,Light,0,0.8029868646402397
584,4.866666666666666,Deep,N2,Light,0,0.867649280970878
585,4.875,Deep,N2,Light,0,0.8015269545451055
586,4.883333333333334,Deep,N2,Light,0,0.8588856872342412
587,4.891666666666667,Deep,N2,Light,0,0.7875029082587256
588,4.9,Deep,N2,Light,0,0.738847595996154
589,4.908333333333333,Deep,N2,Light,0,0.7638600242819722
590,4.916666666666667,Deep,N2,Light,0,0.8319690507864469
591,4.925,Deep,N2,Light,0,0.737148730209203
592,4.933333333333334,Deep,N2,Light,0,0.7736988337734312
593,4.941666666666666,Deep,N2,Light,0,0.8782876572548063
594,4.95,Deep,N2,Light,0,0.882452781049841
595,4.958333333333333,Deep,N2,Light,0,0.8615152424543894
596,4.966666666666667,Deep,N2,Light,0,0.8601147761496964
597,4.975,Deep,N2,Light,0,0.7596155808556769
598,4.983333333333333,Light,N2,Light,1,0.489609645286066
599,4.991666666666666,Light,N2,Light,1,0.8933258193145837
600,5.0,Light,N2,Light,1,0.7745288929024915
601,5.008333333333334,Light,N2,Light,1,0.7689418086577872
602,5.016666666666667,Light,N2,Light,1,0.9110415384180255
603,5.025,Light,N2,Light,1,0.8816494006676145
604,5.033333333333333,Light,N2,Light,1,0.9022924965626419
605,5.041666666666667,Light,N2,Light,1,0.8876945485419835
606,5.05,Light,N2,Light,1,0.9042998779546472
607,5.058333333333334,Light,N2,Light,1,0.9175231879261163
608,5.066666666666666,Light,N2,Light,1,0.8700132449560376
609,5.075,Light,N2,Light,1,0.8808238045751469
610,5.083333333333333,Light,N2,Light,1,0.8685599263175774
611,5.091666666666667,Light,N2,Light,1,0.8401737831783438
612,5.1,Light,N2,Light,1,0.719887579722073
613,5.108333333333333,Light,N2,Light,1,0.6301295184970039
614,5.116666666666666,Light,N2,Light,1,0.8032446568539143
615,5.125,Light,N2,Light,1,0.706672243020266
616,5.133333333333334,Light,N2,Light,1,0.7657446059993536
617,5.141666666666667,Light,N2,Light,1,0.8308417332800794
618,5.15,Light,N2,Light,1,0.8207173479169989
619,5.158333333333333,Light,N2,Light,1,0.8054287251767507
620,5.166666666666667,Light,N2,Light,1,0.8608092442147617
621,5.175,Light,N2,Light,1,0.7594882259630853
622,5.183333333333334,Light,N2,Light,1,0.7658260754206627
623,5.191666666666666,Light,N2,Light,1,0.734740664387343
624,5.2,Light,N2,Light,1,0.8074277824507763
625,5.208333333333333,Light,N2,Light,1,0.8382814852692959
626,5.216666666666667,Light,N2,Light,1,0.8405940030483501
627,5.225,Light,N2,Light,1,0.5862768342349478
628,5.233333333333333,Light,N2,Light,1,0.7684500486434855
629,5.241666666666666,Light,N2,Light,1,0.7343374018418988
630,5.25,Light,N2,Light,1,0.659163204786836
631,5.258333333333334,Light,N2,Light,1,0.7958758476681707
632,5.266666666666667,Light,N2,Light,1,0.5514723699580126
633,5.275,Light,N2,Light,1,0.8995551665131039
634,5.283333333333333,Light,N2,Light,1,0.8354377821548354
635,5.291666666666667,Light,N2,Light,1,0.7608821984148937
636,5.3,Light,N2,Light,1,0.7765002603545429
637,5.308333333333334,Light,N2,Light,1,0.7605145639842199
638,5.316666666666666,Light,N2,Light,1,0.713707715362289
639,5.325,Deep,N2,Light,0,0.6951255832116378
640,5.333333333333333,Deep,N2,Light,0,0.619883413591963
641,5.341666666666667,Deep,N2,Light,0,0.37208863607741316
642,5.35,Deep,N2,Light,0,0.5739064444443773
643,5.358333333333333,Deep,N2,Light,0,0.6383608748506244
644,5.366666666666666,Deep,N2,Light,0,0.6939660133973639
645,5.375,Deep,N2,Light,0,0.37491971527678136
646,5.383333333333334,Deep,N2,Light,0,0.6339843536086102
647,5.391666666666667,Deep,N2,Light,0,0.7958357558491455
648,5.4,Deep,N2,Light,0,0.5322192811695572
649,5.408333333333333,Deep,N2,Light,0,0.5912336860321056
650,5.416666666666667,Deep,N2,Light,0,0.6440233737561115
651,5.425,Deep,N2,Light,0,0.5807355950239842
652,5.433333333333334,Deep,N2,Light,0,0.7141049418166108
653,5.441666666666666,Deep,N2,Light,0,0.6630459773412165
654,5.45,Deep,N2,Light,0,0.6536779938212025
655,5.458333333333333,Deep,N2,Light,0,0.7861951032417296
656,5.466666666666667,Light,N2,Light,1,0.7329250701924522
657,5.475,Light,W,Wake,0,0.35796748632602143
658,5.483333333333333,Light,W,Wake,0,0.5119329412749029
659,5.491666666666666,Light,W,Wake,0,0.34942530535329247
660,5.5,Light,N1,Light,1,0.4828649262350143
661,5.508333333333334,Light,N1,Light,1,0.5711978795756161
662,5.516666666666667,Light,N2,Light,1,0.3799618057331601
663,5.525,Light,N2,Light,1,0.5130092418338004
664,5.533333333333333,Wake,N1,Light,0,0.4735201132091221
665,5.541666666666667,Wake,N2,Light,0,0.44465147858038945
666,5.55,Wake,N2,Light,0,0.4427922793181091
667,5.558333333333334,Wake,N1,Light,0,0.5526763858116766
668,5.566666666666666,Wake,N1,Light,0,0.5973923712866582
669,5.575,Light,N2,Light,1,0.3700094948767875
670,5.583333333333333,Light,N2,Light,1,0.7128109646198543
671,5.591666666666667,REM,N2,Light,0,0.7175251364811257
672,5.6,REM,N2,Light,0,0.6290620482471578
673,5.608333333333333,REM,N1,Light,0,0.41283044730426566
674,5.616666666666666,REM,N1,Light,0,0.5726103280378486
675,5.625,REM,N1,Light,0,0.5940914799520474
676,5.633333333333334,REM,N1,Light,0,0.5833003698949437
677,5.641666666666667,REM,N1,Light,0,0.47049784335747574
678,5.65,REM,W,Wake,0,0.7788701542328436
679,5.658333333333333,Light,N2,Light,1,0.46559853523309336
680,5.666666666666667,Light,N2,Light,1,0.48109192339463197
681,5.675,Light,N2,Light,1,0.39747285304750013
682,5.683333333333334,Light,N2,Light,1,0.4823208720523038
683,5.691666666666666,Light,N1,Light,1,0.388437788884264
684,5.7,Light,N1,Light,1,0.43766195088549104
685,5.708333333333333,Light,N1,Light,1,0.3987986611629946
686,5.716666666666667,Light,R,REM,0,0.41522106224991345
687,5.725,Light,R,REM,0,0.3864667741470585
688,5.733333333333333,Light,R,REM,0,0.45722488113222737
689,5.741666666666666,Light,N2,Light,1,0.32371430581071026
690,5.75,Light,R,REM,0,0.5002013337475184
691,5.758333333333334,Light,R,REM,0,0.27833381390983164
692,5.766666666666667,Light,R,REM,0,0.42768243705739634
693,5.775,Light,W,Wake,0,0.44539601012050595
694,5.783333333333333,Light,R,REM,0,0.3027978747020764
695,5.791666666666667,Light,W,Wake,0,0.3804050954657293
696,5.8,Light,N1,Light,1,0.3930479128286683
697,5.808333333333334,Light,R,REM,0,0.6902602835941604
698,5.816666666666666,Light,R,REM,0,0.3282496281887297
699,5.825,Light,N1,Light,1,0.3255750933996626
700,5.833333333333333,Light,N2,Light,1,0.2920434200184778
701,5.841666666666667,Light,W,Wake,0,0.38240871015863137
702,5.85,Light,N2,Light,1,0.34270015165580126
703,5.858333333333333,Light,W,Wake,0,0.3983296967605225
704,5.866666666666666,Light,W,Wake,0,0.65390932398091
705,5.875,Light,W,Wake,0,0.5409376229882052
706,5.883333333333334,Light,W,Wake,0,0.5301224407628123
707,5.891666666666667,Light,W,Wake,0,0.3338767043940071
708,5.9,Light,R,REM,0,0.30385873893082954
709,5.908333333333333,Light,N2,Light,1,0.38031861848642134
710,5.916666666666667,Light,W,Wake,0,0.34831027028672906
711,5.925,Light,W,Wake,0,0.4398374352469253
712,5.933333333333334,Light,R,REM,0,0.3816207602094941
713,5.941666666666666,Light,R,REM,0,0.36139200691760565
714,5.95,Light,R,REM,0,0.43467054018912105
715,5.958333333333333,Light,R,REM,0,0.5139857611272886
716,5.966666666666667,Light,R,REM,0,0.5338809212034974
717,5.975,Light,R,REM,0,0.3923636327567455
718,5.983333333333333,Light,W,Wake,0,0.37419573814327184
719,5.991666666666666,Light,W,Wake,0,0.4146158237283156
720,6.0,Light,W,Wake,0,0.5311781211574121
721,6.008333333333334,Light,W,Wake,0,0.803045498846396
722,6.016666666666667,Light,W,Wake,0,0.8029053937275845
723,6.025,Light,W,Wake,0,0.5640677701575031
724,6.033333333333333,Light,W,Wake,0,0.5939632945686957
725,6.041666666666667,Wake,W,Wake,1,0.6458741954641514
726,6.05,Wake,W,Wake,1,0.5707540142947416
727,6.058333333333334,Wake,W,Wake,1,0.6831830156889896
728,6.066666666666666,Wake,R,REM,0,0.5535347925804734
729,6.075,Light,N2,Light,1,0.4442580285215472
730,6.083333333333333,Wake,W,Wake,1,0.4251942713525358
731,6.091666666666667,Wake,N2,Light,0,0.6027987402176833
732,6.1,Wake,N2,Light,0,0.4765201954750379
733,6.108333333333333,Light,N2,Light,1,0.5392924300701123
734,6.116666666666666,Light,N2,Light,1,0.4241448539647238
735,6.125,Light,N2,Light,1,0.40658152695042293
736,6.133333333333334,Light,N2,Light,1,0.610368833500745
737,6.141666666666667,Light,N2,Light,1,0.7005220547730051
738,6.15,Light,R,REM,0,0.44362490251593056
739,6.158333333333333,Light,R,REM,0,0.394366229399288
740,6.166666666666667,Light,W,Wake,0,0.4580169078916993
741,6.175,Light,R,REM,0,0.4914090717553816
742,6.183333333333334,Light,R,REM,0,0.6872173821443586
743,6.191666666666666,Light,R,REM,0,0.8312911059335305
744,6.2,Light,R,REM,0,0.8727825343275131
745,6.208333333333333,Wake,R,REM,0,0.9527218061309711
